itemonagendaid,GL_rec
8314685,Against
8314686,For
8314687,Against
8314688,For
8314689,Against
8314690,1 Year
8314691,For
8669320,For
8669321,For
8669322,Against
8669323,For
8669324,Against
8669325,For
8669326,Against
8669327,For
8669328,For
8669329,For
9137050,For
9137051,For
9137052,Against
9137053,For
9137054,Against
9137055,For
9137056,Against
9137057,For
9137058,For
9567977,For
9567978,For
9567979,Against
9567980,Against
9567981,For
9567982,For
9567983,Against
9567984,For
9567985,Against
9567986,For
10023551,Against
10023552,Against
10023553,Against
10023554,Against
10023555,For
10023556,For
10023557,Against
10023558,Against
10023559,For
10023560,For
10023561,For
7341527,For
7341528,For
7341529,Withhold
7341530,For
7679725,For
7679726,For
7679727,For
7679728,For
8029223,For
8029224,For
8029225,For
8029226,For
8760541,For
8760542,For
8760543,Against
8760544,Against
8760545,For
9207890,For
9207891,Against
9207892,For
9207893,For
9207912,For
9207969,Against
9207970,For
10119134,For
10119135,For
10119136,For
10119137,For
10119138,For
10686675,For
10686676,For
10686677,For
10686678,For
10686679,For
11278946,For
11278947,For
11278948,For
11278949,For
11278950,1 Year
11278951,For
11996830,For
11996831,For
11996832,For
11996833,For
11996834,For
11996835,For
11996836,For
12708596,For
12708597,For
12708598,For
12708599,For
12708600,Against
12708601,For
12708602,For
13376012,For
13376013,For
13376014,For
13376015,For
13376016,For
13376017,For
13376018,For
13376019,For
13376020,For
13376021,For
13376022,For
13376023,For
14093225,For
14093226,For
14093227,For
14093228,For
14093229,For
14093230,For
14093231,For
14093232,For
14093233,For
14093234,For
14093235,For
14093236,For
14093237,For
7317116,Withhold
7317117,For
7317118,Withhold
7317119,For
7640792,For
7640793,For
7640794,For
7640795,For
7990495,For
7990496,For
7990497,For
7990498,For
7990499,For
8329926,For
8329927,For
8329928,Against
8329929,For
8329930,1 Year
8329931,For
8329932,For
8709556,For
8709557,For
8709558,For
8709559,For
8709560,For
8709561,For
9154245,For
9154246,For
9154247,For
9154248,For
9154249,For
9154250,For
9154251,For
10646333,For
10646334,For
10646335,For
10646336,For
10646337,For
10646338,For
10646339,Against
10646340,For
10646341,For
10646342,Against
10646343,Against
10646344,For
11933437,For
11933438,For
11933439,For
11933440,For
11933441,For
11933442,For
11933443,Against
11933444,For
11933445,For
11933446,Against
11933447,Against
11933454,Against
12652734,For
12652735,For
12652736,For
12652737,Against
12652738,For
12652739,For
12652740,For
12652741,For
12652742,For
12652743,For
12652744,Against
12652745,For
12652746,For
12652747,Against
13308379,Against
13308380,For
13308381,For
13308382,Against
13308383,For
13308384,For
13308385,For
13308386,For
13308387,For
13308388,For
13308389,For
14010413,For
14010414,For
14010415,For
14010416,For
14010417,Against
14010418,For
14010419,For
14010420,Against
14010421,For
14010422,For
14010423,For
14010424,For
7377307,For
7377308,For
7377309,For
7377310,Withhold
7377311,For
7377312,For
7377313,For
7377314,For
7377315,For
9192256,For
9192257,For
9192258,For
9192259,For
9192260,For
9192261,For
9192262,For
9192263,For
9192264,For
9192265,For
9192266,For
9608797,For
9608798,For
9608799,For
9608800,For
9608801,For
9608802,For
9608803,For
9608804,For
9608805,For
9608806,For
9608807,For
9608808,For
9608809,For
10058070,For
10058071,For
10058072,For
10058073,For
10058074,For
10058075,For
10058076,For
10058077,For
10058078,For
10058079,For
10058080,For
10058081,For
10627086,For
10627087,For
10627088,For
10627089,For
10627090,For
10627091,For
10627092,For
10627093,For
10627094,For
10627095,For
10627096,For
10627097,For
10627098,For
10627099,For
10627100,For
10627101,For
11177744,For
11177745,For
11177746,For
11177747,For
11177748,For
11177749,For
11177750,For
11177751,For
11177752,For
11177753,For
11177754,For
11177755,For
11177756,For
11177757,For
11177758,1 Year
12030247,For
12030256,For
12030248,For
12030249,For
12030250,For
12030251,Withhold
12030252,For
12030253,For
12030254,For
12030255,For
12030257,For
12030258,For
12030259,For
12030260,For
12030261,For
12632998,For
12632999,For
12633000,For
12633001,For
12633002,For
12633003,For
12633004,For
12633005,For
12633006,For
12633007,For
12633008,For
12633009,For
12633010,For
12633011,For
12633012,For
8383159,For
8383160,For
8383161,Withhold
8383162,Withhold
8383163,For
8383164,For
8383165,Against
8383166,1 Year
8383167,For
8324209,For
8324217,For
8324218,For
8324219,For
8324210,Abstain
8324223,For
8324211,For
8324213,For
8324214,For
8324216,For
8324227,For
8324228,1 Year
8690353,Withhold
8690354,For
8690355,For
8691165,For
8691166,1 Year
8691167,Abstain
8691168,For
8691170,For
8691187,For
8691188,For
8691210,For
9143306,For
9143307,For
9143308,For
9143309,For
9143327,For
9143328,Abstain
9143329,For
9143330,For
9143331,For
9143332,For
9576008,For
9576009,For
9576010,For
9576011,For
9576012,For
9576013,Abstain
9576014,For
9576015,For
9576016,For
9576017,For
9576086,For
9576112,Against
10048234,Abstain
10048235,For
10048236,For
10048237,For
10048238,For
10048239,For
10048240,For
10048241,For
10048242,For
10048243,For
10606431,For
10606432,For
10606433,For
10606434,For
10606712,For
10606713,For
10606714,For
10606715,For
10606716,For
10606717,For
10606718,For
11194276,For
11194277,For
11194278,For
11194279,For
11194280,For
11194281,For
11194282,For
11194283,For
11194284,For
11194285,For
11911402,For
11911403,For
11911404,For
11911405,For
11911406,For
11911407,For
11911408,For
11911409,For
11911410,For
11911411,1 Year
12583256,For
12583257,For
12583258,For
12583259,For
12583260,For
12583261,For
12583262,For
12583263,For
12583264,For
12583265,For
14003276,For
14003277,For
14003278,For
14003279,For
14003280,For
14003281,For
14003282,For
14003283,For
14003284,For
14003649,For
8698475,For
8698476,For
8698477,For
8698478,For
8698479,For
8698480,1 Year
8698481,For
8698482,For
8698483,For
8698484,For
8698485,For
8698486,For
8698487,Against
8698488,Against
8698489,For
10616823,For
10616824,For
10616825,For
10616826,For
10616827,For
10616828,For
10616829,For
10616830,For
10616831,For
10616832,For
10616833,Against
10616834,For
11193979,For
11193980,For
11193981,For
11193982,For
11193983,Against
11193984,For
11193985,For
11193986,For
11193987,For
11193988,For
11193989,For
11193990,Against
8813355,Withhold
8813356,For
8813357,Withhold
9319445,Withhold
9319446,Withhold
9319447,Withhold
10200340,For
10200341,For
10200342,For
10764675,For
10764676,Withhold
10764677,For
7714557,For
7714558,Withhold
7714559,For
7714560,For
7714561,For
7714562,Against
7714563,For
8066021,For
8066022,For
8066023,For
8066024,For
8066025,For
8066026,For
8066027,For
7873409,For
7873410,For
7873411,For
7873412,For
8564508,For
8564509,For
8564510,For
8060828,For
8060831,For
8060832,Withhold
8060833,For
8060834,For
8060835,Withhold
8060836,For
8060837,For
8060838,For
8345454,For
8345455,For
8345456,For
8345457,For
8345458,For
8345459,For
8345460,For
8345461,For
8345462,1 Year
8345463,Against
8345464,For
7339113,For
7339114,For
7339115,For
7339116,For
7339117,For
7339118,Withhold
7339119,For
7339120,For
7339121,For
7339122,For
7676594,For
7676595,For
7676596,Withhold
7676597,For
7676598,For
7676599,Withhold
7676600,For
7676601,For
7676602,For
8019266,For
8019267,For
8019268,For
8019269,For
8019270,For
8019271,For
8019272,For
8019273,For
8019274,For
8019275,Against
8019276,For
7638597,For
7638598,For
7638599,For
7953547,For
7953548,For
7953549,For
7953550,For
7953551,For
7953552,For
7953553,For
8288078,For
8288079,For
8288080,For
8288081,For
8288082,1 Year
8288083,For
7372341,For
7372350,For
7372342,For
7372343,For
7372344,For
7372345,For
7372346,Withhold
7372347,For
7372348,For
7372349,For
7372351,For
7372352,For
7372353,For
7372354,For
7372355,For
7372356,For
7372357,For
7372358,For
7372359,For
8038883,For
8038892,For
8038884,For
8038885,For
8038886,For
8038887,For
8038888,Withhold
8038889,For
8038890,For
8038891,For
8038893,For
8038894,For
8038895,For
8038896,For
8038897,For
8377775,For
8377784,For
8377776,For
8377777,For
8377778,For
8377779,For
8377780,For
8377781,For
8377782,For
8377783,For
8377785,For
8377786,For
8403369,For
8403370,Withhold
8377787,For
8377788,Against
8377789,1 Year
7667760,For
7667761,For
7667762,For
7667763,For
8014664,For
8014665,For
8014666,For
8014667,For
8014668,Against
8014669,Against
8014670,For
8014671,For
8372587,For
8372588,For
8372589,For
8372590,For
8372591,Against
8372592,1 Year
8372594,For
8763059,For
8763060,For
8763061,For
8763062,For
8763063,For
9196031,For
9196032,For
9196033,For
9196034,For
9196035,For
9196036,For
9196037,For
9654801,For
9654802,For
9654803,For
9654804,For
9654805,For
9654806,For
10115194,For
10115195,For
10115196,For
10115197,For
10115198,For
10115199,For
10647451,For
10647452,For
10647453,For
10647454,For
10647455,For
10647456,For
10647457,For
11237440,For
11237441,For
11237442,For
11237443,For
11237444,For
11237445,1 Year
11237446,For
11935880,For
11935881,For
11935882,For
11935883,For
11935884,For
11935885,For
12670666,For
12670667,For
12670668,For
12670669,For
12670670,Against
12670671,For
13346575,For
13346576,For
13346577,For
13346578,For
13346579,For
13346580,For
14011847,For
14011848,For
14011849,For
14011850,For
14011851,For
7668850,For
7668851,For
7668852,For
7668853,For
7668854,For
7668855,For
7996086,For
7996087,For
7996088,For
7996089,For
7996090,For
8741413,For
8741414,For
8741415,For
8741416,For
8741433,For
8741446,For
8741447,For
9190444,For
9190445,For
9190446,For
9190447,For
10434244,For
10434245,For
10434246,For
10434247,For
10434248,For
10434249,For
8324773,For
8324774,For
8324775,For
8324781,For
8324782,1 Year
8682664,For
8682665,For
8682666,For
8682672,For
8682673,For
8682667,For
9153766,For
9153767,For
9153768,For
9153769,For
9153774,For
9153770,For
11173068,For
11173069,For
11173071,For
11173072,1 Year
12596401,For
12596402,For
12596403,For
12596404,For
12596405,For
7713121,Withhold
7713122,For
7713123,Against
7713457,For
8421731,For
8421732,For
8421733,For
8421734,For
8421735,Against
8421736,1 Year
8811463,Withhold
8811464,Withhold
8811465,Against
8811466,For
8811467,Against
9261530,For
9261531,For
9261541,For
9261559,For
7291988,Withhold
7291989,For
7291990,For
7291991,For
7291992,Withhold
7291993,For
7291994,For
7291995,For
7291996,For
7291997,For
7626608,For
7626617,For
7626609,For
7626610,For
7626611,For
7626612,For
7626613,For
7626614,For
7626615,For
7626616,For
7626618,For
7626619,For
7994411,Withhold
7994420,Withhold
7994412,For
7994413,For
7994414,For
7994415,For
7994416,For
7994417,For
7994418,For
7994419,For
7994421,For
7994422,For
7994423,For
8318735,For
8318744,For
8318736,For
8318737,For
8318738,For
8318739,For
8318740,For
8318741,For
8318742,For
8318743,For
8318745,For
8318746,For
8318747,For
8318753,1 Year
8684311,For
8684320,For
8684312,For
8684313,For
8684314,For
8684315,For
8684316,For
8684317,For
8684318,For
8684319,For
8684321,For
8684322,For
9232657,For
9232666,For
9232658,For
9232659,For
9232660,For
9232661,For
9232662,For
9232663,For
9232664,For
9232665,For
9232667,For
9232668,For
9232669,For
9232670,For
9572998,For
9572999,For
9573000,For
9573001,For
9573002,For
9573003,For
9573004,For
9573005,For
9573006,For
9573007,For
9573008,For
9573010,For
9573011,For
10148194,For
10148195,For
10148196,For
10148197,For
10148198,For
10148199,For
10148200,For
10148201,For
10148202,For
10148203,For
10148207,For
10148208,For
10148209,For
10900266,For
10900267,For
10900268,For
10900269,For
10900271,For
10900273,For
10900274,For
10900275,For
10900279,For
11511941,For
11511942,For
11511943,For
11511944,For
11511945,For
11511955,1 Year
11511946,For
11511947,For
11511948,For
12272287,For
12272288,For
12272289,For
12272290,For
12272291,For
12272296,For
13654488,For
13654489,For
13654490,For
13654491,For
13654492,For
13654493,For
13654494,For
13654495,For
13654496,For
13654497,For
13654498,For
13654499,For
13654500,For
13654501,For
13654502,For
7530116,For
7530117,Withhold
7530118,For
7530119,Against
7858521,For
7858522,For
7858523,Against
7858524,For
7858525,For
7858526,For
8200629,For
8200630,For
8200631,For
8200632,For
8200633,For
8557046,For
8557047,For
8557048,For
8557049,Against
8557050,For
8557051,For
8557052,1 Year
8557053,For
8974746,For
8974747,For
8974748,Against
8974749,For
8974750,For
8974751,For
10965170,For
10965171,For
10965172,Against
10965173,For
10965174,For
12342412,For
12342413,For
12342414,Against
12342415,For
12342416,For
13035480,For
13035481,For
13035482,For
13035483,For
13035484,For
13035485,For
13732062,For
13732063,For
13732064,For
13732065,For
13732066,For
13732067,For
13732068,For
13732069,For
14453099,For
14453100,For
14453101,For
14453102,For
14453103,For
7851635,For
7851636,For
7851637,For
7851638,For
7851639,For
10978259,For
10978260,For
10978261,For
10978262,For
10978263,For
10978264,For
12035496,For
12035497,For
12035498,For
12035499,For
12035500,For
12769629,For
12769630,For
12769631,For
12769632,For
12769633,For
13427702,For
13427703,For
13427704,For
13427705,For
13427706,For
14139173,For
14139174,For
14139175,For
14139176,For
14139177,For
7779597,For
7779598,For
7779599,For
7779600,For
7779601,For
7779602,For
7779603,For
7779604,For
7779605,For
7779606,Against
7779607,For
7779608,For
7779609,For
7779610,For
8078653,For
8078654,For
8078655,For
8078656,For
8078657,For
8078658,For
8078659,For
8078660,For
8078661,For
8078662,For
8078663,For
8078664,For
8520834,For
8520835,For
8520836,For
8520837,For
8520838,For
8520839,For
8520840,For
8520841,For
8520842,Withhold
8520843,For
8520844,For
8520845,For
8520846,1 Year
8819253,For
8819254,For
8819255,For
8819256,For
8819258,For
8819259,For
8819261,Withhold
8819263,For
8819265,For
8819267,For
8819269,For
9709945,For
9709946,For
9709947,For
9709948,For
9709949,For
9709950,For
9709951,For
9709952,Withhold
9709953,For
9709954,Against
9709955,For
10190628,For
10190629,For
10190630,For
10190631,For
10190632,For
10190633,For
10190634,For
10190635,For
10190636,For
10190637,For
10764784,For
10764785,For
10764786,For
10764787,For
10764788,For
10764789,For
10764790,For
10764791,For
10764792,For
10764793,For
10764794,For
10764795,For
12807633,For
12807634,For
12807635,For
12807636,For
12807637,For
12807638,For
12807639,For
12807640,For
12807641,For
12807642,For
7336190,For
7336191,For
7336192,For
7336193,For
7336194,Against
7666867,For
7666868,For
7666869,For
7666870,Against
8027763,Against
8027764,For
8027765,For
8027766,For
8027767,Against
10661844,Against
10661845,For
10661846,For
10661847,For
10661848,For
10661849,For
10661850,Against
11261581,For
11261582,Against
11261583,For
11261584,For
11261585,For
11261586,1 Year
11261587,Against
12692629,Against
12692630,For
12692631,For
12692632,For
12692633,For
12692634,For
12692635,For
7991165,For
7991166,For
7991167,For
7991168,For
7991169,For
7994577,For
7994773,For
7994774,For
9178200,For
9178201,For
9178202,For
9178203,For
9178204,For
9178205,For
9178206,For
9619574,For
9619575,For
9619576,For
9619577,For
9619578,For
9619579,For
9619580,For
9619581,For
10080370,For
10080371,For
10080372,For
10080447,For
10080448,For
10080449,For
10080450,For
10080451,For
10080452,For
11245487,For
11245488,For
11245489,For
11245502,For
11245503,For
11245504,For
11245505,For
11245506,Against
11245507,1 Year
12660644,For
12660645,For
12660646,For
12660647,For
12660648,Against
7978281,For
7978282,For
7978283,For
7978284,For
7978285,For
7720188,Against
7720189,For
7720190,For
7720191,Against
7720192,Against
7720193,Against
7720194,Against
7720195,Against
7720196,Against
7720197,For
7720198,Against
8003214,For
8003215,For
8003216,For
8003217,For
8003218,For
8003219,For
8003220,For
8003221,For
8003222,For
8003223,For
8003224,For
8003225,For
8003226,For
8340666,For
8340667,For
8340668,For
8340669,For
8340670,For
8340671,For
8340672,For
8340673,For
8340674,For
8340675,For
8340676,For
8340677,For
8340678,For
8340679,1 Year
8830916,For
8830917,For
8830918,For
8830919,For
8830920,For
8830921,For
8830922,For
8830923,For
8830924,For
8830925,For
8830926,For
8830927,For
8830928,For
8830929,For
8830930,For
8830931,For
8830932,For
9167028,For
9167029,For
9167030,For
9167031,For
9167032,For
9167033,For
9167034,For
9167035,For
9167036,For
9167037,For
9167038,For
9167039,For
9167040,For
9167041,For
9167042,For
9597494,For
9597495,For
9597496,For
9597497,For
9597498,For
9597499,For
9597500,For
9597501,For
9597502,For
9597503,For
9597504,For
9597505,For
9597506,For
9597507,For
9597508,For
9597509,For
9597510,For
9597511,For
10057964,For
10057965,For
10057966,For
10057967,For
10057968,For
10057969,For
10057970,For
10057971,For
10057972,For
10057973,For
10057974,For
10057975,For
10057976,For
10057977,For
10596724,For
10596725,For
10596726,For
10596727,For
10596728,For
10596729,For
10596730,For
10596731,For
10596732,For
10596733,For
10596734,For
10596735,For
10596736,For
10596737,For
11177878,For
11177879,For
11177880,For
11177881,For
11177882,For
11177883,For
11177884,For
11177885,For
11177886,For
11177887,For
11177888,For
11177889,1 Year
11177890,For
11177891,For
11177892,Against
11920904,For
11920905,For
11920906,For
11920907,For
11920908,For
11920909,For
11920910,For
11920911,For
11920912,For
11920913,For
11920914,For
11920945,For
11920946,For
11920947,For
12633189,For
12633190,For
12633191,For
12633192,For
12633193,For
12633194,For
12633195,For
12633196,For
12633197,For
12633198,For
12633199,For
12633200,For
12633201,For
12633202,For
12633203,For
12633204,For
13308480,For
13308481,For
13308482,For
13308483,For
13308484,For
13308485,For
13308486,For
13308487,For
13308488,For
13308489,For
13308490,For
13308491,For
13308492,For
13308493,For
13308494,Against
14011309,For
14011310,For
14011311,For
14011312,For
14011313,For
14011314,For
14011315,For
14011316,For
14011317,For
14011318,For
14011319,For
14011320,For
14011321,For
14011322,For
7828108,Withhold
7828109,Withhold
7828110,Withhold
7828111,For
7828112,For
8040227,For
8040228,For
8040229,For
8040230,Against
11164866,For
11164867,For
11164868,For
11164869,For
11164870,For
11164871,For
11164872,For
11164873,For
11164874,For
11164875,For
11164876,1 Year
11164877,For
11884908,For
11884909,For
11884910,For
11884911,For
11884912,For
11884913,For
11884914,For
11884915,For
11884916,For
11884917,For
11884918,For
11884919,For
12602212,For
12602213,For
12602214,For
12602215,For
12602216,For
12602217,For
12602218,For
12602219,For
12602220,For
12602221,For
12602222,For
12602223,For
7865800,For
7865801,For
7865802,For
7865803,For
7237601,For
7237610,For
7237602,For
7237603,For
7237604,Withhold
7237605,For
7237606,For
7237607,For
7237608,For
7237609,For
7237611,For
7237612,For
7237613,For
7237614,For
7237615,For
7560111,For
7560120,For
7560112,For
7560113,For
7560114,Withhold
7560115,For
7560116,For
7560117,For
7560118,For
7560119,For
7560121,For
7560122,For
7560123,Against
7560124,For
7560125,For
7911125,For
7911134,For
7911126,For
7911127,For
7911128,For
7911129,For
7911130,For
7911131,For
7911132,For
7911133,For
7911135,For
7911136,For
7911137,For
7911138,For
7911139,For
8249018,For
8249019,For
8249020,For
8249021,For
8249022,For
8249023,For
8249024,For
8249025,For
8249026,For
8249027,For
8249028,For
8249029,For
8249030,For
8249031,For
8249032,For
8611046,For
8611047,For
8611048,For
8611049,For
8611050,For
8611051,For
8611052,For
8611053,For
8611054,For
8611055,For
8611056,For
8611057,For
8611058,For
8611059,For
8611060,For
9071317,For
9071318,For
9071319,For
9071320,For
9071321,For
9071322,For
9071323,For
9071324,For
9071325,For
9071326,For
9071327,For
9071328,For
9071329,For
9494329,For
9494330,For
9494331,For
9494332,For
9494333,For
9494334,For
9494335,For
9494336,For
9494337,For
9494338,For
9494432,For
9494433,For
9494434,Against
9494435,For
9494436,For
9954406,For
9954407,For
9954408,For
9954409,For
9954410,For
9954411,For
9954412,For
9954413,For
9954414,For
9954415,For
9954416,For
9954417,For
9954418,For
9954422,For
9954421,For
10470007,For
10470008,For
10470009,For
10470010,For
10470011,For
10470012,For
10470013,Against
10470014,For
10470015,For
10470016,For
10470017,For
10470018,For
10470019,For
10470020,For
11049906,For
11049907,For
11049908,For
11049909,For
11049910,Against
11049911,For
11049912,For
11049913,For
11049914,For
11049915,For
11049916,For
11049917,For
11049918,For
11049919,For
11049920,For
11748804,For
11748805,For
11748806,For
11748807,For
11748808,For
11748809,For
11748810,For
11748811,For
11748812,For
11748813,For
11748814,For
11748815,For
11748816,For
11748817,For
12471305,For
12471306,For
12471307,For
12471308,For
12471309,For
12471310,For
12471311,For
12471312,For
12471313,For
12471314,For
12471338,For
12471339,For
12471340,For
13168196,For
13168197,For
13168198,For
13168199,For
13168200,For
13168201,For
13168202,For
13168203,For
13168204,For
13168205,For
13168206,For
13168207,For
13168208,For
13168209,For
13874760,For
13874761,For
13874762,For
13874763,For
13874764,For
13874765,For
13874766,For
13874767,For
13874768,For
13874769,For
13874770,For
13874771,For
13874772,For
7631670,For
7631671,For
7631672,For
7631673,For
7349488,For
7349489,For
7349490,For
7703675,For
7703676,For
7703677,For
8060348,For
8060349,For
8060350,For
8410663,Withhold
8410664,Withhold
8410665,Withhold
8410666,For
8410667,Against
8410668,1 Year
8817344,Withhold
8817345,For
8817346,For
8817347,For
9256834,Withhold
9256835,For
9256836,For
9699879,For
9699880,Withhold
9699881,For
9699882,For
10185283,For
10185284,For
10185285,For
10185286,For
10185287,For
10185288,For
11366350,For
11366351,For
11366352,For
11366353,For
11366354,1 Year
7286030,For
7286039,For
7286031,For
7286032,For
7286033,For
7286034,For
7286035,For
7286036,For
7286037,For
7286038,For
7286040,For
7286041,For
7286042,For
7286043,For
7615846,For
7615855,For
7615847,For
7615848,For
7615849,Withhold
7615850,For
7615851,For
7615852,Withhold
7615853,Withhold
7615854,Withhold
7615856,For
7615857,For
7971013,For
7971014,For
7971015,For
7971016,For
7971017,Withhold
7971018,For
7971019,For
7971020,Withhold
7971021,For
7971022,For
7971023,For
8316551,For
8316552,For
8316553,For
8316554,For
8316555,Withhold
8316556,For
8316557,For
8316558,Withhold
8316559,For
8316560,Against
8316561,1 Year
8316566,For
8678121,For
8678122,For
8678123,For
8678124,For
8678125,For
8678126,For
8678127,For
8678128,For
8678129,Withhold
8678130,For
8678131,For
8678132,For
7283803,For
7283804,For
7283805,For
7283806,For
7607864,For
7607865,For
7607866,For
7607867,For
7607868,Against
7969873,For
7969874,For
7969875,For
7969876,For
7969877,For
7969878,For
8311537,For
8311538,For
8311539,For
8311540,For
8311541,For
8311542,For
8311543,1 Year
8311544,For
8311545,For
8675093,For
8675094,For
8675095,For
8675096,For
8675097,For
8675098,Against
9134795,For
9134796,For
9134797,For
9134798,For
9134799,For
9134800,Against
9134801,For
9566895,For
9566896,For
9566897,For
9566898,For
9566899,For
9566900,For
8752788,For
8752789,For
8752790,For
8752791,For
8752792,For
8752793,For
9200165,For
9200166,For
9200167,For
9200168,For
9200169,Against
9200170,For
9200171,For
9637384,For
9637385,For
9637386,For
9637391,For
9637387,For
9637390,For
10105206,For
10105207,Against
10105208,For
10105209,For
10105210,For
10105211,For
10105212,For
10105213,For
10105214,For
10105215,For
10105216,1 Year
10651999,For
10652000,For
10652001,For
10652002,For
10652003,For
10652004,For
10652005,For
10652006,For
10652007,For
10652008,For
10652009,For
10652010,For
10652011,For
10652012,For
11244268,For
11244269,For
11244270,For
11244271,For
11244272,For
11244273,For
11244274,For
11244275,For
11244276,For
11244277,For
11244278,For
11244279,For
11244280,For
11244281,For
11945164,For
11945165,For
11945166,For
11945167,For
11945168,For
11945169,For
11945170,For
11945171,For
11945172,For
11945173,For
11945174,For
11945175,For
11945176,For
11945177,For
12664712,For
12664713,For
12664714,For
12664715,For
12664716,For
12664717,For
12664718,For
12664719,For
12664720,For
12664721,For
12664722,For
12664723,For
12664724,For
12664725,For
13329208,For
13329209,For
13329210,For
13329211,For
13329212,For
13329213,For
13329214,For
13329215,For
13329216,For
13329217,For
13329218,For
13329219,For
13329220,For
13329221,For
14077714,For
14077715,For
14077716,For
14077717,For
14077718,For
14077719,For
14077720,For
14077721,For
14077722,For
14077723,For
14077724,For
14077725,For
14077726,For
14077727,For
14077728,1 Year
7681846,For
7681847,For
7681848,For
7681849,For
7681850,For
7681851,For
7681852,For
7681853,For
7681854,For
7681855,For
7681856,For
7681857,For
7681858,For
7952133,For
7952134,For
7952135,For
7952136,For
7952137,For
7952138,For
7952139,For
7952140,For
7952141,For
7952142,For
8288119,For
8288120,For
8288121,For
8288122,For
8288123,For
8288124,For
8288125,For
8288126,For
8288127,For
8288128,For
8288136,1 Year
8288137,For
11838727,For
11838728,For
11838729,For
11838730,For
11838731,For
11838732,For
11838733,For
11838734,For
11838735,For
11838736,For
11838737,For
9061022,For
9061023,For
9061024,Withhold
9061025,Withhold
9061026,For
9061027,For
9061028,Withhold
9061029,Withhold
9061030,Against
9485793,For
9485794,For
9485795,Withhold
9485796,Withhold
9485797,For
9485798,For
9485799,For
9485800,Withhold
9948371,For
9948372,For
9948373,For
9948374,Withhold
9948375,Withhold
9948376,For
9948377,For
9948378,For
9948379,Withhold
9948380,For
10469011,For
10469020,For
10469012,For
10469013,For
10469014,Withhold
10469015,Withhold
10469016,For
10469017,For
10469018,For
10469019,For
11048244,Withhold
11048253,Withhold
11048245,Withhold
11048246,For
11048247,Withhold
11048248,For
11048249,Withhold
11048250,For
11048251,Withhold
11048252,For
11723575,For
11723584,For
11723576,For
11723577,For
11723578,For
11723579,For
11723580,For
11723581,For
11723582,For
11723583,Withhold
11723585,Withhold
11723586,For
11723587,1 Year
11723588,For
12471260,For
12471269,For
12471261,For
12471262,For
12471263,For
12471264,For
12471265,Withhold
12471266,For
12471267,For
12471268,For
12471270,For
12471271,For
7820912,For
7820913,For
7820914,For
7820915,For
8167754,For
8167755,For
8167756,For
8167757,For
8526393,For
8526394,For
8526395,For
8526396,For
8526397,For
8526398,For
8526399,1 Year
8933163,For
8933164,For
8933165,For
8933166,For
8933167,For
7316751,For
7316752,For
7316753,For
7316754,Withhold
7316755,For
7316756,For
7316757,For
7316758,For
7316759,For
7645587,For
7645588,For
7645589,For
7645590,For
7645591,For
7645592,For
7645593,For
7645594,For
7645595,For
7645596,For
7645597,For
8001950,For
8001951,For
8001952,For
8001953,For
8001954,For
8001955,For
8001956,For
8001957,For
8001958,For
8345787,For
8345788,For
8345789,For
8345790,For
8345791,For
8345792,For
8345793,For
8345794,For
8345795,For
8345796,For
8345797,1 Year
8719120,For
8719121,For
8719122,For
8719123,For
8719124,For
8719125,For
8719126,For
8719127,For
8719128,For
8719129,For
8719130,For
8719131,Against
9199475,For
9199476,For
9199477,For
9199478,For
9199479,For
9199480,For
9199481,For
9199482,For
9199483,For
9199484,For
9199485,For
9199486,For
9649996,For
9649997,For
9649998,For
9649999,For
9650000,For
9650001,For
9650002,For
9650003,For
9650004,For
9650005,For
9650006,For
9650007,For
9650008,For
10120319,For
10120328,For
10120320,For
10120321,For
10120322,For
10120323,For
10120324,For
10120325,For
10120326,For
10120327,For
10120329,For
10120330,For
10120331,For
10120332,For
10667265,For
10667266,For
10667267,For
10667268,For
10667269,For
10667270,For
10667271,For
10667272,For
10667273,For
10667274,For
10667275,For
11256471,For
11256472,For
11256473,For
11256474,Against
11256475,For
11256476,For
11256477,For
11256478,For
11256479,For
11256480,For
11256481,For
11256482,For
11256483,For
11256484,1 Year
11982174,For
11982175,For
11982176,For
11982177,For
11982178,For
11982179,For
11982180,For
11982181,For
11982182,For
11982183,For
11982184,For
11982185,For
11982186,For
12640990,For
12640991,For
12640992,For
12640993,For
12640994,For
12640995,For
12640996,For
12640997,For
12640998,For
12640999,For
12641000,For
12641001,For
13334821,For
13334822,For
13334823,For
13334824,For
13334825,For
13334826,For
13334827,For
13334828,For
13334829,For
13334830,For
13334831,For
13334832,For
13334833,For
14090805,For
14090806,For
14090807,For
14090808,For
14090809,For
14090810,For
14090811,For
14090812,For
14090813,For
14090814,For
14090815,For
14090816,For
14090817,For
14090818,For
12949207,For
12949208,For
12949209,For
12949210,For
12949211,For
12949212,For
12949213,For
12949214,For
12949215,For
12949216,For
13618414,For
13618415,For
13618416,For
13618417,For
13618418,For
13618419,For
13618420,For
13618421,For
13618422,For
13618423,For
13618424,For
7644150,For
7644151,For
7644152,For
7984147,For
7984148,For
7984149,For
7984150,For
8364028,Against
8364029,For
8364030,For
8364031,For
8364032,1 Year
8732175,For
8732176,For
8732177,For
8732178,For
8732179,For
8732180,For
9263603,For
9263604,For
9263605,For
9263606,For
9263607,For
9627507,For
9627508,For
9627509,For
9627510,For
10095653,For
10095654,For
10095655,For
10095656,For
14060776,For
14060777,For
14060778,For
14060779,For
